formula,smiles_format,mol_wt,pubchem_status,pubchem_cid,iupac_name,structure,RotationalconstantA,RotationalconstantB,RotationalconstantC,Dipolemoment,HOMO,LUMO,EnergyGap,Zeropointenergy,Finalsinglepointenergy,Totalthermalenergy,TotalEnthalpy,Totalentropy,Gibbsfreeenergy
C8H2,[C]=C1[C]=[C]C=C[C]=[C]1,98.1036,1,136351.0,"7-methylidenecyclohepta-1,3,5-triene",HD1011_agg.xyz,0.193067,0.068452,0.050535,4.08712,-6.33946358648355,-3.39845709027955,2.941006496204,0.05962672,-305.282241145407,-305.21612765,-305.21518344,0.03764077,-305.25282421
C9H6,C#C[C@@]12[C][C@H]3[C@@H]1[C@@H]2C=C3,114.1458,0,,"(1S,2S,5R,7R)-7-ethynyltricyclo[3.2.0.02,7]hept-3-ene",HD1012_agg.xyz,0.151511,0.046571,0.040867,2.84578,-5.4630120854081,-0.73038078612705,4.73263129928105,0.11237471,-345.865314262024,-345.74613254,-345.74518833,0.03857648,-345.78376481
C6H1,[C]=C1[C][C]2[C]1[CH]2,73.0738,1,14148804.0,(1S)-2-methylidenebicyclo[1.1.0]butane,HD1013_agg.xyz,0.444375,0.131748,0.10162,3.99655,-6.4770715606814,-3.5039012073483,2.9731703533331,0.03375081,-228.499978523764,-228.4607947,-228.45985049,0.03512239,-228.49497287
C4H9,C[CH]CC,57.1142,1,7843.0,butane,HD1014_agg.xyz,0.880206,0.12082,0.113615,0.24737,-4.93742418316735,1.8244145220623,6.76183870522965,0.11588202,-157.571717754408,-157.44951056,-157.44856635,0.03642234,-157.48498869
C5H6,[CH][C@@H]1[C@@H]2[C@H]1C2,66.1018,1,101394985.0,"(1R,2S,3R)-2-methylbicyclo[1.1.0]butane",HD1015_agg.xyz,0.538954,0.142298,0.139625,3.68235,-5.58086459405965,-2.3855949159484497,3.1952696781112007,0.08805631,-193.654289941955,-193.56135715,-193.56041294,0.03307414,-193.59348708
C9H8,C1C=CC2=CC=CC2=C1,116.1614,1,5460735.0,5H-indene,HD1016_agg.xyz,0.122921,0.052511,0.03704,1.60474,-5.2792808135505,-1.7287937149966002,3.5504870985539,0.13920431,-347.278927260554,-347.13312697,-347.13218276,0.0382305,-347.17041326
C8H8,C1CC=CC=C1C#C,104.1504,1,10944644.0,"1-ethynylcyclohexa-1,3-diene",HD1017_agg.xyz,0.166864,0.048539,0.038712,0.85467,-5.6989892165617,-1.4165158601628,4.2824733563989,0.13132857,-309.169966200605,-309.03147363,-309.03052942,0.03923749,-309.06976691
C6H3,C#CC12[C][C]2C1,75.0894,0,,(1R)-3-ethynylbicyclo[1.1.0]butane,HD1018_agg.xyz,0.372983,0.099364,0.082975,3.45544,-6.2943198986856,-1.57660043841195,4.717719460273649,0.05840738,-229.834665954133,-229.77079642,-229.76985221,0.03546027,-229.80531248
C10H2,C#CC#CC1=C[C@@]23[C@@]1([C]2)[C]3,122.1256,0,,"(1S,4R)-2-buta-1,3-diynyltricyclo[2.1.1.01,4]hex-2-ene",HD1019_agg.xyz,0.225042,0.020412,0.020184,4.55837,-6.8340305097673,-3.0635393630841503,3.770491146683149,0.06662226,-381.260358344229,-381.18497729,-381.18403308,0.04318888,-381.22722197
C5H8,C[C]/C=C/C,68.11739999999999,1,5326161.0,(E)-pent-2-ene,HD1020_agg.xyz,0.899512,0.070896,0.067369,2.69427,-4.85437503599475,-2.2711710418132,2.5832039941815506,0.10907117,-194.946009641343,-194.83008538,-194.82914117,0.03777583,-194.86691701
C7H3,C1=[C][C]=CC=[C][C]1,87.1004,1,11000.0,cycloheptatriene,HD1021_agg.xyz,0.186177,0.122367,0.074993,0.60181,-4.85660636956885,-2.5505231207365,2.3060832488323504,0.06529502,-267.940535092468,-267.86973091,-267.8687867,0.0357878,-267.9045745
C10H7,C#C[C]1C=CC/C/1=C\1/C=C1,127.16459999999998,0,,"(3S,4E)-4-cycloprop-2-en-1-ylidene-3-ethynylcyclopentene",HD1022_agg.xyz,0.059049,0.045114,0.025698,3.16118,-3.81549877755585,-0.91449301737535,2.9010057601805004,0.12613265,-384.562486185957,-384.42723464,-384.42629043,0.0443956,-384.47068603
C7H4,C1=CC2=C([CH]1)C=C2,88.1082,1,71374161.0,"bicyclo[3.2.0]hepta-1(5),2,6-triene",HD1023_agg.xyz,0.228088,0.10883,0.074132,4.42839,-4.86591266325595,-2.84895038057985,2.0169622826761,0.07777939,-268.550798506095,-268.46750149,-268.46655728,0.03553323,-268.50209051
C8H3,[C](C1=C[CH]1)C#CC#C,99.1114,0,,"1-penta-2,4-diynylcyclopropene",HD1024_agg.xyz,1.080496,0.021526,0.021105,4.31702,-4.9673294953373,-1.2389343613265,3.7283951340108006,0.06673927,-305.967629207931,-305.89273843,-305.89179422,0.04162829,-305.93342251
C9H8,C[C@@H]1[CH]C2=C1[C]=[C][CH]C2,116.1614,0,,"(7R)-7-methylbicyclo[4.2.0]octa-1(6),2-diene",HD1025_agg.xyz,0.130507,0.045073,0.03581,1.95176,-5.4688353218088,-1.9066745390684503,3.5621607827403494,0.13497761,-347.101590218883,-346.95864689,-346.95770268,0.04100053,-346.99870321
C10H3,[CH2]C1=C[C]=[C][C][C]=C2[C]1[C]2,123.13339999999998,0,,"2-methylbicyclo[5.1.0]octa-1(8),2,4-triene",HD1026_agg.xyz,0.080463,0.052496,0.031769,3.32174,-6.24229173047,-2.93161856836175,3.31067316210825,0.08000236,-381.983957134764,-381.89559128,-381.89464707,0.04261976,-381.93726683
C9H7,C#C[CH]c1ccccc1,115.15359999999998,1,575753.0,prop-2-ynylbenzene,HD1027_agg.xyz,0.154934,0.034171,0.027997,0.48076,-5.1344073995443,-0.3418838417682,4.7925235577761,0.12449852,-346.631206199521,-346.49908398,-346.49813977,0.0411414,-346.53928117
C9H2,[C]#CC1=[C][C][C]2[C@H]3[C]1[C@@H]23,110.1146,0,,"(1S,5R,6R)-3-ethynyltricyclo[3.1.0.02,6]hex-2-ene",HD1028_agg.xyz,0.152089,0.049702,0.040941,6.53441,-7.14377770579145,-4.0835037089133,3.0602739968781503,0.06228348,-343.218714568086,-343.14946403,-343.14851982,0.03901213,-343.18753195
C8H4,C#C/C=C/C#CC#C,100.1192,1,101838843.0,"(E)-oct-5-en-1,3,7-triyne",HD1029_agg.xyz,1.255871,0.02003,0.019716,0.33961,-6.308633087221899,-2.2247212075328497,4.083911879689049,0.08072744,-306.647694992272,-306.55873272,-306.55778851,0.04114453,-306.59893305
C9H6,C#C[C@]12[C@H]3C=C[C@@H]2[C@@H]1[C]3,114.1458,0,,"(1R,2R,5R,7S)-1-ethynyltricyclo[3.2.0.02,7]hept-3-ene",HD1030_agg.xyz,0.119391,0.050146,0.049582,2.72421,-5.401541566580151,-0.4648793021942,4.936662264385951,0.11236428,-345.863630894717,-345.74446714,-345.74352294,0.03851729,-345.78204022
C8H4,C#CC1=C[C]2[C]([CH]1)[CH]2,100.1192,0,,(1S)-3-ethynylbicyclo[3.1.0]hex-2-ene,HD1031_agg.xyz,0.29237,0.047605,0.040939,0.2803,-6.470051023338501,-1.7179091609766,4.752141862361901,0.08322557,-306.649986056993,-306.56033233,-306.55938812,0.03761452,-306.59700265
C7H3,[C]#CC1=CC[C]=C1,87.1004,1,15347748.0,"2-ethynylcyclopenta-1,3-diene",HD1032_agg.xyz,0.282597,0.071879,0.057304,4.58666,-7.3334138482049,-4.5920300727277,2.7413837754772006,0.06555273,-267.90170855902,-267.83025842,-267.82931421,0.03708849,-267.86640269
C9H8,C#C[C@@H]1C[C@@]21C=CC=C2,116.1614,0,,"(2S,3S)-2-ethynylspiro[2.4]hepta-4,6-diene",HD1033_agg.xyz,0.116998,0.041055,0.035141,0.74057,-5.903020181666601,-0.87465554966215,5.02836463200445,0.13582531,-347.18620085779,-347.04258327,-347.04163906,0.04079111,-347.08243018
C6H3,[CH]=CC#CC#C,75.0894,1,12219387.0,"hex-1-en-3,5-diyne",HD1034_agg.xyz,1.777907,0.045698,0.044553,1.03713,-6.6660274184686,-1.76027728749945,4.90575013096915,0.05721365,-229.906519207724,-229.84296301,-229.8420188,0.03712138,-229.87914018
C8H5,C=C=C1[C][C]1C1=CC1,101.127,0,,(1S)-1-(cyclopropen-1-yl)-2-ethenylidenecyclopropane,HD1035_agg.xyz,0.168919,0.038264,0.031578,3.19744,-5.8312909706748,-1.9122800843887504,3.91901088628605,0.08899178,-307.140092440743,-307.04287965,-307.04193544,0.04239679,-307.08433223
C8H5,C1[C]=CC(=C1)C1=C[C]1,101.127,1,23504491.0,"2-(cyclopropen-1-yl)cyclopenta-1,3-diene",HD1036_agg.xyz,0.226447,0.048336,0.040133,3.18789,-5.945143405724,-1.9964448983484,3.9486985073756,0.09386102,-307.189872128702,-307.08912616,-307.08818195,0.03954572,-307.12772767
C8H9,[CH2]C1=CC=C[C@@H]2[C@H]1C2,105.1582,0,,"(1R,6R)-2-methylbicyclo[4.1.0]hepta-2,4-diene",HD1037_agg.xyz,0.110433,0.077122,0.050698,0.69171,-4.7033790603523,0.0556744938123,4.7590535541646,0.14252791,-309.782928343151,-309.63379199,-309.63284778,0.03849835,-309.67134613
C6H10,CC1=CCCC1,82.144,1,12746.0,1-methylcyclopentene,HD1038_agg.xyz,0.231259,0.100746,0.074665,0.28201,-6.168059072053601,0.76521135899105,6.933270431044651,0.14364282,-234.333326773307,-234.18350156,-234.18255735,0.03653176,-234.21908911
C8H4,[CH]1CC2=C1[CH][C]1[C]2[C]1,100.1192,1,123371540.0,"tricyclo[4.2.0.02,4]oct-1(6)-ene",HD1039_agg.xyz,0.184746,0.076288,0.055158,3.12183,-5.2513075097191,-2.8647601952939,2.3865473144251994,0.08283997,-306.546113799216,-306.4573262,-306.45638199,0.03642983,-306.49281182
C9H6,C#CC1=C(C#C)CC=C1,114.1458,1,15762922.0,"1,2-diethynylcyclopenta-1,3-diene",HD1040_agg.xyz,0.065239,0.060313,0.031524,0.94368,-5.80122239019455,-1.7187799252982,4.082442464896349,0.11100576,-345.95844558539,-345.83932016,-345.83837595,0.04152396,-345.87989992
C10H2,C#Cc1[c][c]c([c][c]1)C#C,122.1256,1,120463.0,"1,4-diethynylcyclohexa-1,3,5-triene",HD1041_agg.xyz,0.280733,0.022666,0.020973,0.00212,-6.73685865375375,-4.1907165660103,2.546142087743449,0.06902452,-381.358731714526,-381.28097515,-381.28003094,0.04275419,-381.32278513
C6H4,[CH]1[C]2[C@@H]1[C@@]12C=C1,76.0972,0,,"(2R,3R,4R)-spiro[bicyclo[1.1.0]butane-2,3'-cyclopropene]",HD1042_agg.xyz,0.406757,0.105202,0.10107,1.96936,-5.538142719531151,-0.86279138578035,4.6753513337508,0.07029153,-230.476437524122,-230.40106919,-230.40012498,0.03383331,-230.43395829
C5H5,[CH2]C#CC=C,65.094,1,136461.0,pent-1-en-3-yne,HD1043_agg.xyz,1.258832,0.075165,0.07093,0.33852,-5.39033047593955,-0.45418522786955,4.93614524807,0.07522168,-193.16209161345,-193.08102636,-193.08008215,0.03571453,-193.11579669
C9H10,C1C=CC2=CC=C[C@H]2C1,118.177,0,,"(3aR)-4,5-dihydro-3aH-indene",HD1044_agg.xyz,0.114855,0.051224,0.037073,0.71696,-5.3482344632672,-1.0237739397361498,4.324460523531051,0.16262939,-348.48617200178,-348.31660246,-348.31565825,0.03893184,-348.35459009
C9H10,CC1=CC=C2C1=CCC2,118.177,0,,"4-methyl-1,2-dihydropentalene",HD1045_agg.xyz,0.10322,0.050221,0.034434,1.43589,-5.31588012644275,-1.4735509232276,3.8423292032151504,0.16076975,-348.478833038934,-348.3101707,-348.30922649,0.04108411,-348.3503106
C7H6,C=C1CC(=C1)C#C,90.1238,0,,1-ethynyl-3-methylidenecyclobutene,HD1046_agg.xyz,0.412103,0.048888,0.044077,0.1635,-6.1068878784612,-1.52391919695515,4.58296868150605,0.10044745,-269.861186218113,-269.75414792,-269.75320371,0.03764495,-269.79084866
C6H5,C=CC#CC=[CH],77.105,1,61222.0,"hexa-1,5-dien-3-yne",HD1047_agg.xyz,0.574321,0.049977,0.045976,0.7428,-6.3249054954818,-1.61273715775835,4.712168337723449,0.08091015,-231.152178852917,-231.06444738,-231.06350317,0.03871606,-231.10221923
C6H3,C#C[C]1[C]2[C@H]1[CH]2,75.0894,0,,"(2R,3R)-2-ethynylbicyclo[1.1.0]butane",HD1048_agg.xyz,0.649169,0.078827,0.071783,2.06933,-5.68345151569815,-1.39276032101415,4.290691194683999,0.05727766,-229.867286678728,-229.80445089,-229.80350668,0.03558293,-229.83908961
C7H4,[C](C1=C[CH]C1)C#[C],88.1082,1,53894453.0,1-prop-2-ynylcyclobutene,HD1049_agg.xyz,0.432479,0.046294,0.042161,5.87213,-6.425342717701351,-3.56324923814235,2.8620934795590003,0.07711699,-268.542577758394,-268.45899353,-268.45804932,0.03772281,-268.49577213
C7H7,C#CC(=C1CC1)[CH2],91.1316,0,,but-3-yn-2-ylidenecyclopropane,HD1050_agg.xyz,0.155604,0.065883,0.047168,0.75779,-5.2680153001398,-0.45048447950275,4.81753082063705,0.10867413,-270.425494008491,-270.30930698,-270.30836277,0.04039687,-270.34875964
C7H4,C#CC1=C(C1)C#C,88.1082,0,,"1,2-diethynylcyclopropene",HD1051_agg.xyz,0.21825,0.050335,0.041247,0.25678,-6.3555999378182,-1.9018853352996496,4.45371460251855,0.07576156,-268.577811234398,-268.49513964,-268.49419543,0.03858044,-268.53277587
C9H7,C#CC1=CC2(C=C1)[CH]C2,115.15359999999998,0,,"6-ethynylspiro[2.4]hepta-4,6-diene",HD1052_agg.xyz,0.163605,0.03434,0.030207,1.4459,-5.7222821621645,-1.16755889834035,4.55472326382415,0.12158116,-346.515991772108,-346.38648164,-346.38553744,0.04159973,-346.42713717
C8H4,C[C]1[C]C1=C=C1[C][CH]1,100.1192,0,,1-(cyclopropylidenemethylidene)-2-methylcyclopropane,HD1053_agg.xyz,0.243641,0.032877,0.029128,1.07737,-6.41745141603685,-2.61520458300035,3.8022468330365,0.0779086,-306.529004091498,-306.44281838,-306.44187417,0.04190408,-306.48377825
C8H5,C#C[CH]C(=C=C)C#C,101.127,1,90870012.0,"3-ethynylhexa-1,2-dien-5-yne",HD1054_agg.xyz,0.105099,0.04778,0.033075,0.71532,-5.3809969708674,-0.8681520286352,4.5128449422322,0.08916475,-307.226113222605,-307.12833609,-307.12739188,0.04296419,-307.17035607
C7H6,CC#CC12C3C1C23,90.1238,0,,"1-prop-1-ynyltricyclo[1.1.0.02,4]butane",HD1055_agg.xyz,0.421262,0.041675,0.041674,0.1671,-5.83915506095425,1.10720404629945,6.9463591072537,0.09793041,-269.765869601374,-269.66045869,-269.65951448,0.04007804,-269.69959252
C6H6,C#CCC=C=C,78.11280000000001,1,141762.0,"hexa-1,2-dien-5-yne",HD1056_agg.xyz,0.195546,0.085866,0.061104,0.48956,-6.9005895575996,0.25195021417795,7.152539771777549,0.09316245,-231.805953837996,-231.70605719,-231.70511298,0.03785086,-231.74296384
C6H5,CC1=CC21[C][CH]2,77.105,1,123942912.0,2-methylspiro[2.2]pent-1-ene,HD1057_agg.xyz,0.299348,0.091157,0.079336,3.35492,-5.08322278426525,-0.45407638232935,4.6291464019359,0.08006751,-231.079928825805,-230.9934454,-230.99250119,0.03750423,-231.03000541
C6H7,C=CC1=CC[CH]1,79.1206,1,12250945.0,1-ethenylcyclobutene,HD1058_agg.xyz,0.371118,0.081651,0.067798,0.0155,-5.04534453627565,-0.84069574111975,4.2046487951559,0.10507302,-232.417911620898,-232.30667116,-232.30572695,0.03704312,-232.34277007
C6H5,C#C[C]1[C@@H]2[C@H]1C2,77.105,0,,"(1R,2R,3S)-2-ethynylbicyclo[1.1.0]butane",HD1059_agg.xyz,0.610973,0.071698,0.068829,1.73779,-4.54998848282545,0.336876946919,4.88686542974445,0.08193417,-231.136921371349,-231.04916662,-231.04822241,0.03619691,-231.08441933
C9H9,CC1=C/C(=C/[CH]C#C)/C1,117.1692,0,,(3E)-3-but-3-ynylidene-1-methylcyclobutene,HD1060_agg.xyz,0.311518,0.020073,0.018994,2.21474,-4.643241899391801,-0.4653691071251,4.177872792266701,0.14312098,-347.764684506983,-347.61203193,-347.61108772,0.04498637,-347.65607408
C7H6,C/C=C\C#CC#C,90.1238,1,23271332.0,"(Z)-hept-5-en-1,3-diyne",HD1061_agg.xyz,0.296436,0.035968,0.032269,1.32553,-6.235760998058,-1.4374142038812,4.798346794176799,0.09928186,-269.861835791843,-269.75486704,-269.75392283,0.04029317,-269.794216
C7H7,C=C[CH]C#CC=C,91.1316,1,561780.0,"hepta-1,6-dien-3-yne",HD1062_agg.xyz,0.337791,0.035033,0.031741,0.1637,-5.1524213364474,-0.90877862651485,4.2436427099325496,0.10957361,-270.473334781634,-270.35595664,-270.35501243,0.04120742,-270.39621985
C9H2,C#C[C]1[C]=[C][CH][C]=C=[C]1,110.1146,0,,"(5S)-5-ethynylcyclohexa-1,2,4-triene",HD1063_agg.xyz,0.195552,0.039529,0.032882,2.01966,-6.3061840625674,-3.3407145312034503,2.96546953136395,0.06484843,-343.36792085349,-343.29597823,-343.29503402,0.03928118,-343.3343152
C10H7,C#C[CH]C1=C2C(=CC=C2)C1,127.16459999999998,0,,"6-prop-2-ynylbicyclo[3.2.0]hepta-1(7),2,4-triene",HD1064_agg.xyz,0.096722,0.031801,0.024043,0.6335,-5.667777757909351,-1.0436654622077,4.62411229570165,0.12769522,-384.580527560771,-384.44432058,-384.44337637,0.04329026,-384.48666664
C8H10,C/C=C/C1=CC=CC1,106.166,1,12921949.0,"1-[(E)-prop-1-enyl]cyclopenta-1,3-diene",HD1065_agg.xyz,0.230012,0.034664,0.030467,0.67241,-5.3119344756105,-1.05582895132505,4.25610552428545,0.15329527,-310.420856260503,-310.25966484,-310.25872063,0.04089853,-310.29961915
C6H5,C#CCC#C[CH2],77.105,1,139150.0,"hexa-1,4-diyne",HD1066_agg.xyz,0.433302,0.052063,0.046883,0.54882,-5.54021078479495,0.55078564479705,6.090996429592,0.07931788,-231.157382900699,-231.07069767,-231.06975346,0.03981673,-231.10957019
C6H6,CC(=[C])CC#C,78.11280000000001,1,12634652.0,2-methylpent-1-en-4-yne,HD1067_agg.xyz,0.353614,0.070486,0.060109,3.03479,-7.206989753262599,-2.3999897386399,4.807000014622699,0.09213238,-231.724542698906,-231.62516822,-231.62422401,0.03866945,-231.66289346
C9H10,CC1=C[C@H]2[C@]3([C@@H]1[C@H]3[C]2)C,118.177,0,,"(1S,2R,5R,7R)-1,3-dimethyltricyclo[3.2.0.02,7]hept-3-ene",HD1068_agg.xyz,0.110629,0.048702,0.04527,3.18595,-5.0502697969697,0.35323098933405,5.40350078630375,0.15835548,-348.352587410177,-348.18617974,-348.18523553,0.04095879,-348.22619432
C7H4,C1=C([C]1)C12[C@@H]3[C@H]1[C@H]23,88.1082,0,,"(2S,3R,4S)-1-(cyclopropen-1-yl)tricyclo[1.1.0.02,4]butane",HD1069_agg.xyz,0.328847,0.064308,0.060746,4.15138,-5.7194521781193,-0.7004210511869999,5.0190311269323,0.07477521,-268.473677408415,-268.39241956,-268.39147535,0.03794553,-268.42942088
C6H8,[CH2]C1=C[CH]CC1,80.1284,1,12746.0,1-methanidylcyclopentene,HD1070_agg.xyz,0.242871,0.1147,0.080246,0.80681,-5.8483797204862,-0.501233712621,5.3471460078652,0.12059361,-233.110594371566,-232.98437437,-232.98343016,0.03544151,-233.01887167
C9H9,C1=C[C@@H]2C(=CC=C2)CC1,117.1692,0,,"(7aR)-5,7a-dihydro-4H-indene",HD1071_agg.xyz,0.115811,0.051915,0.036826,1.45448,-5.300315214194151,-0.41527294724805,4.885042266946101,0.14929465,-347.863713503762,-347.70741561,-347.70647141,0.03969831,-347.74616971
C9H6,C#C[C@@]12[CH]C=C([C@H]2[C]1)[CH2],114.1458,0,,"(1R,5S)-5-ethynyl-2-methanidylbicyclo[3.1.0]hex-2-ene",HD1072_agg.xyz,0.143257,0.03977,0.036652,2.40229,-6.206563181899351,-2.52916218347225,3.677400998427101,0.10981808,-345.8476365225,-345.72987923,-345.72893502,0.04093816,-345.76987318
C7H8,C/C=C/C=C/C#C,92.1394,1,12430122.0,"(3E,5E)-hepta-3,5-dien-1-yne",HD1073_agg.xyz,0.766352,0.0282,0.027338,1.48142,-5.8725434304106,-1.3746103271858,4.4979331032248,0.12231521,-271.104750590275,-270.97440347,-270.97345926,0.04066869,-271.01412794
C4H4,C1[C@@H]2[C@H]1[C]2,52.0752,1,135973.0,"(1S,3R)-bicyclo[1.1.0]butane",HD1074_agg.xyz,0.649585,0.382702,0.285949,3.54486,-6.0453901482482,-0.85598853951785,5.18940160873035,0.06155992,-154.446786281845,-154.38166926,-154.38072505,0.02964323,-154.41036828
C7H10,C[C]1CCC(=C1)[CH2],94.155,1,3017320.0,(3R)-1-methanidyl-3-methylcyclopentene,HD1075_agg.xyz,0.187783,0.066524,0.05051,1.25098,-5.6361581284812505,-0.3603331608321,5.27582496764915,0.14808442,-272.379556074909,-272.224235,-272.22329079,0.03918349,-272.26247428
C5H7,[CH2]C=C1CC1,67.1096,1,140404.0,ethylidenecyclopropane,HD1076_agg.xyz,0.499817,0.110349,0.093817,0.32467,-5.02014679371935,0.8851863556765001,5.90533314939585,0.09937835,-194.376814129089,-194.2718562,-194.27091199,0.03540691,-194.3063189
C9H6,C#CC=C=C[C]1[C@@H]2[C@H]1[CH]2,114.1458,0,,"(1R,2R,3S)-2-penta-1,2-dien-4-ynylbicyclo[1.1.0]butane",HD1077_agg.xyz,0.167308,0.023163,0.021571,2.31246,-4.7978297778608505,-1.1183335027849002,3.6794962750759503,0.10739406,-345.819864173722,-345.7035855,-345.70264129,0.04341729,-345.74605858
C6H1,[C]#C[CH]C#C[C],73.0738,1,139150.0,"hexa-1,4-diyne",HD1078_agg.xyz,0.617566,0.060286,0.054936,3.782,-7.6108067074046,-4.96447229990705,2.64633440749755,0.03360708,-228.559880899984,-228.51989827,-228.51895407,0.03781787,-228.55677194
C8H5,C[CH]C#CC#CC#C,101.127,1,17950293.0,"octa-1,3,5-triyne",HD1079_agg.xyz,0.888602,0.018462,0.018148,1.39689,-5.4138139012377,-1.69388150797745,3.7199323932602497,0.09014142,-307.250482921722,-307.15138243,-307.15043822,0.04352527,-307.19396349
C10H9,C#C[CH]C1=C(C1)[C@H]1CC1=C,129.1802,0,,1-[(1S)-2-methylidenecyclopropyl]-2-prop-2-ynylcyclopropene,HD1080_agg.xyz,0.052531,0.038002,0.026124,1.19137,-4.96468999098745,-0.11768924034125,4.8470007506462,0.14701262,-385.733024606792,-385.57559693,-385.57465272,0.04728277,-385.62193549
C8H4,[C@@H]12[C]3[C@@H]1[C@@]14[C@H]3[C@@]34[C@H]2[C]13,100.1192,0,,"(1R,2R,3R,5R,6S,7S)-hexacyclo[3.2.0.01,6.02,4.03,7.05,7]heptane",HD1081_agg.xyz,0.146394,0.125387,0.101964,1.09172,-5.932462900290701,-2.74396885705695,3.1884940432337507,0.08340948,-306.46418943156,-306.37600209,-306.37505788,0.03389844,-306.40895632
C10H9,C/C=[C]/[C@]12C=C[C@@H]3[C@]41[C@]23C4,129.1802,0,,"(1S,2S,5S,6S)-2-[(E)-prop-1-enyl]tetracyclo[3.2.0.01,6.02,6]hept-3-ene",HD1082_agg.xyz,0.106168,0.032291,0.02643,0.53909,-5.772922549742551,-0.2646035082262,5.508319041516351,0.15114307,-385.727242168235,-385.56727293,-385.56632872,0.04383803,-385.61016675
C6H3,C#CC(=C)C#[C],75.0894,1,85971419.0,"3-methylidenepenta-1,4-diyne",HD1083_agg.xyz,0.219612,0.096197,0.067004,4.80713,-7.451865007327551,-2.5752310583619,4.876633948965651,0.05758385,-229.866466967179,-229.80269192,-229.80174771,0.03726954,-229.83901726
C8H2,[C]1=[C][CH][C@@]23[C@@]4([CH]1)[C]2[C]34,98.1036,0,,"(1S,2S,6S)-tetracyclo[4.2.0.01,7.02,7]oct-3-ene",HD1084_agg.xyz,0.165068,0.092281,0.06155,2.43398,-6.6012098992795005,-3.41745063704445,3.1837592622350503,0.05919354,-305.271555842498,-305.20651842,-305.20557421,0.03621472,-305.24178893
C4H7,CC[C]=C,55.0986,1,7844.0,but-1-ene,HD1085_agg.xyz,0.877314,0.136688,0.129917,0.8536,-5.7510718075474,0.48879810965315,6.23986991720055,0.09369067,-156.327774725581,-156.22863119,-156.22768698,0.03454001,-156.262227
C6H10,CC(=C)C1CC1,82.144,1,78394.0,prop-1-en-2-ylcyclopropane,HD1086_agg.xyz,0.209326,0.088476,0.073992,0.6278,-6.2615573910854,0.57380647654935,6.835363867634751,0.14179568,-234.295115689148,-234.14653892,-234.14559471,0.03783777,-234.18343248
C8H4,[CH2]C1=C[C]1C#CC#C,100.1192,0,,"(3R)-3-buta-1,3-diynyl-1-methylcyclopropene",HD1087_agg.xyz,0.316273,0.026043,0.024062,1.64226,-5.74005119660215,-2.29639599575455,3.4436552008476,0.08058443,-306.618662541476,-306.53028909,-306.52934488,0.04065894,-306.57000382
C4H7,C/[C]=C/C,55.0986,1,12220.0,(E)-but-2-ene,HD1088_agg.xyz,1.408139,0.1202,0.115567,0.62962,-5.680621531652951,0.8169674133561501,6.497588945009101,0.0934177,-156.332160136625,-156.23303891,-156.2320947,0.03494472,-156.26703942
C8H3,C=C=C1[C]=[C][CH][C]=[C]1,99.1114,1,153184593.0,"3-ethenylidenecyclopenta-1,4-diene",HD1089_agg.xyz,0.271897,0.047329,0.040654,0.83442,-5.3907386467153,-3.34980313381015,2.0409355129051496,0.0678433,-305.903629352419,-305.82884657,-305.82790237,0.03929824,-305.86720061
C7H2,[CH][CH]C#CC#C[C],86.0926,1,12278364.0,"hepta-2,4-diyne",HD1090_agg.xyz,1.806313,0.029733,0.029276,3.59079,-6.14196335379065,-4.70754240226495,1.4344209515256994,0.04836458,-267.205926633391,-267.14997874,-267.14903453,0.03963451,-267.18866904
C5H3,C1=C[C]2[C]1[CH]2,63.0784,1,138425.0,(4R)-bicyclo[2.1.0]pent-2-ene,HD1091_agg.xyz,0.470917,0.253365,0.164734,0.45669,-6.0933366087063,-1.7610664176659,4.3322701910404,0.0538022,-191.847424962612,-191.78926908,-191.78832487,0.03237231,-191.82069718
C6H7,C1CC=C[C]=C1,79.1206,1,11605.0,"cyclohexa-1,3-diene",HD1092_agg.xyz,0.184078,0.165508,0.092728,1.29582,-5.8949656116918,-0.8360153828911501,5.058950228800651,0.10859291,-232.430185957236,-232.3163762,-232.31543199,0.03503194,-232.35046394
C7H6,[CH2]C1=C([CH]C1)C#C,90.1238,0,,1-ethynyl-2-methylcyclobutene,HD1093_agg.xyz,0.166996,0.07253,0.051065,0.52433,-6.27197935155955,-1.21414478954595,5.0578345620136,0.1004094,-269.858390131241,-269.75140106,-269.75045685,0.0377781,-269.78823495
C6H3,[CH]1[C][C@@]23[C@@]41[C@@H]2[C@@H]34,75.0894,1,86017256.0,"(1S,2S,3S,4S)-tetracyclo[2.2.0.01,3.02,4]hexane",HD1094_agg.xyz,0.342353,0.165922,0.149001,1.94036,-6.1170105136998,-0.8880707624918,5.228939751207999,0.06013067,-229.806069215023,-229.74162047,-229.74067626,0.03286658,-229.77354285
C9H7,C#Cc1ccccc1[CH2],115.15359999999998,1,136598.0,1-ethynyl-2-methanidylbenzene,HD1095_agg.xyz,0.100285,0.049457,0.033122,0.53807,-5.12948213885025,-0.8972137878686001,4.232268350981649,0.123947,-346.620867406344,-346.48929632,-346.48835211,0.04094983,-346.52930194
C5H2,[CH]1[C]C21[C][CH]2,62.07059999999999,1,9088.0,(2S)-spiro[2.2]pentane,HD1096_agg.xyz,0.637237,0.18206,0.141603,0.00353,-6.96020970224415,-1.04407363298345,5.9161360692607,0.03975709,-191.18683403692,-191.14214629,-191.14120208,0.03293474,-191.17413682
